A,K,L,M,N,O,P,B,C,D,E,F,G,H,I,J,Q,R,S,T
corrected time (hrs),F3 corr,F5 corr,F7 corr,F9 corr,F11 corr,F13 corr,D3 corr,d5 corr,d7 corr,d9 corr,d11 corr,d13 corr,,,,,,,
3.58391,8.24397,4.86773,1.63279,-0.3583,-0.54665,-0.56374,-9.24642,-7.06366,-5.9021,-5.03139,-4.12101,-3.92732,,,,,,,
3.58455,8.141,5.25272,1.60571,-0.4038,-0.46943,-0.05315,-9.18873,-7.15637,-5.83875,-5.03747,-4.16708,-3.95179,,,,,,,
3.58524,8.03359,5.006,1.71795,-0.42333,-0.54373,-0.35895,-9.16077,-7.06301,-5.87558,-5.02998,-4.14134,-3.87382,,,,,,,
3.58588,8.02617,4.9609,1.63196,-0.36052,-0.57124,-0.3645,-9.14222,-7.02315,-5.91921,-5.03446,-4.13835,-3.93449,,,,,,,
3.58654,8.24401,4.96444,1.51589,-0.28086,-0.38629,-0.16553,-9.25218,-7.0999,-5.92804,-5.03417,-4.14235,-3.93664,,,,,,,
3.58723,8.14418,5.18316,1.78838,-0.39236,-0.68446,-0.21115,-9.22881,-7.15155,-5.86689,-5.00992,-4.11008,-3.91998,,,,,,,
3.58782,8.00003,5.05735,1.47746,-0.37718,-0.3519,-0.48418,-9.19641,-7.09404,-5.84287,-5.02379,-4.11908,-3.8606,,,,,,,
3.58852,8.02951,5.07961,1.82859,-0.31895,-0.56081,-0.50344,-9.18745,-7.06056,-5.83697,-5.02361,-4.16034,-4.01132,,,,,,,
3.58912,8.12516,4.95775,1.6611,-0.30804,-0.47501,-0.31548,-9.22401,-7.09855,-5.88173,-5.04029,-4.19415,-3.9347,,,,,,,
3.58981,8.04967,4.9724,1.5624,-0.31215,-0.50348,-0.0922,-9.14616,-7.03526,-5.84907,-5.05537,-4.15817,-4.11798,,,,,,,
3.5905,8.16018,5.09051,1.61869,-0.32051,-0.68361,-0.31504,-9.19315,-7.06478,-5.87391,-5.04607,-4.15639,-3.94864,,,,,,,
3.59116,8.19198,4.84252,1.56126,-0.29982,-0.61777,-0.17163,-9.22422,-7.13086,-5.87322,-5.03035,-4.17932,-3.81769,,,,,,,
3.59179,8.12731,5.157,1.57201,-0.39359,-0.5046,-0.21774,-9.20784,-7.08238,-5.84261,-5.05689,-4.1262,-4.01639,,,,,,,
3.59249,8.16988,5.21778,1.68446,-0.31205,-0.38661,-0.16108,-9.2192,-7.12725,-5.90116,-5.03504,-4.15914,-3.90232,,,,,,,
3.59318,8.12533,4.96128,1.53821,-0.31332,-0.31622,-0.29181,-9.16055,-7.136,-5.78586,-5.03387,-4.144,-3.94422,,,,,,,
3.59382,8.06253,4.93711,1.80631,-0.3688,-0.39791,-0.20753,-9.23015,-7.12625,-5.85567,-5.02728,-4.13544,-3.91634,,,,,,,
3.59446,8.26755,4.93248,1.67333,-0.33082,-0.32368,-0.11243,-9.151,-7.10588,-5.81619,-5.03873,-4.17289,-3.87798,,,,,,,
3.59516,8.01244,5.12513,1.66443,-0.30404,-0.38772,-0.2913,-9.15948,-7.03497,-5.90016,-5.02006,-4.08634,-3.98319,,,,,,,
3.59582,8.26292,5.19172,1.97331,-0.23043,-0.36881,-0.22159,-9.18536,-7.12573,-5.90795,-5.0277,-4.13849,-3.96901,,,,,,,
3.59647,8.18229,4.92555,1.7309,-0.36022,-0.50564,-0.40197,-9.18007,-7.10966,-5.90309,-5.02473,-4.15923,-3.86839,,,,,,,
3.59715,8.30839,5.27072,1.99171,-0.29096,-0.36951,-0.36316,-9.16542,-7.06691,-5.85418,-5.0186,-4.12705,-3.90155,,,,,,,
3.59776,8.33991,5.26131,1.52456,-0.24738,-0.26583,0.01316,-9.21887,-7.09199,-5.9606,-5.02416,-4.0817,-3.99146,,,,,,,
3.59846,8.23066,5.13191,1.70575,-0.27524,-0.29073,-0.01654,-9.16964,-7.07307,-5.93605,-5.04104,-4.19858,-3.85816,,,,,,,
3.59915,8.28744,5.16297,1.87585,-0.24507,-0.33327,-0.09358,-9.23392,-7.15724,-5.85974,-5.02821,-4.13844,-3.8653,,,,,,,
3.59979,8.23589,5.09856,1.82285,-0.18507,-0.38467,-0.29115,-9.16143,-7.16696,-5.86018,-5.01104,-4.1377,-3.92546,,,,,,,
3.60043,8.11979,5.23182,1.68725,-0.23264,-0.09752,-0.10953,-9.23791,-7.06145,-5.89604,-5.04665,-4.15147,-3.92396,,,,,,,
3.60112,8.08628,5.43437,1.82917,-0.19474,-0.39066,-0.06636,-9.19615,-7.08048,-5.86943,-5.0303,-4.14238,-3.79603,,,,,,,
3.60177,8.30397,5.37238,1.7744,-0.22111,-0.44279,0.15177,-9.18411,-7.04251,-5.79613,-5.04596,-4.12983,-3.94213,,,,,,,
3.60241,8.23137,5.25531,2.04332,-0.23013,0.01702,-0.07856,-9.25587,-7.08307,-5.77057,-5.01919,-4.13207,-3.87986,,,,,,,
3.60307,8.29607,5.41187,1.90193,-0.29729,-0.14557,0.12513,-9.1482,-6.98878,-5.8248,-5.04838,-4.21472,-3.98533,,,,,,,
3.60369,8.28332,5.04198,1.89609,-0.209,-0.41859,-0.2738,-9.21671,-7.12493,-5.90239,-5.01327,-4.15661,-3.90339,,,,,,,
3.60437,8.19427,5.33886,1.65539,-0.17638,-0.26925,0.00319,-9.20076,-7.07473,-5.83593,-5.03002,-4.15031,-3.93157,,,,,,,
3.60496,8.16688,5.1074,1.82708,-0.19414,-0.27154,0.03628,-9.16439,-7.15581,-5.81059,-5.02967,-4.11122,-4.07143,,,,,,,
3.60555,8.03653,5.36972,1.78875,-0.18087,-0.30121,-0.12847,-9.17259,-7.00937,-5.86259,-5.01381,-4.15468,-3.90269,,,,,,,
3.60624,8.08088,5.26617,1.95836,-0.16064,-0.31546,-0.07573,-9.24588,-7.11414,-5.89398,-5.03185,-4.12171,-3.99555,,,,,,,
3.60683,8.26527,5.26136,1.76829,-0.10555,-0.17728,-0.24337,-9.19892,-7.02817,-5.82701,-5.01169,-4.18713,-3.99475,,,,,,,
3.60753,8.30785,5.32317,1.78805,-0.17326,-0.25675,-0.12414,-9.12056,-7.06481,-5.84565,-5.00645,-4.14997,-4.06073,,,,,,,
3.60822,8.27075,5.15569,1.8949,-0.17701,-0.23446,0.04918,-9.2154,-7.03215,-5.89225,-5.01455,-4.16517,-3.96128,,,,,,,
3.60885,8.03446,5.2177,1.83815,-0.1842,-0.19593,-0.06499,-9.25233,-7.0041,-5.93478,-5.04276,-4.09403,-3.93481,,,,,,,
3.6095,8.29685,5.34081,1.8918,-0.1492,-0.1665,-0.15851,-9.14173,-7.13019,-5.86474,-5.04265,-4.1732,-3.94758,,,,,,,
3.61019,8.20699,5.63822,1.66755,-0.16721,-0.25412,-0.05545,-9.17292,-7.09327,-5.79936,-5.04209,-4.14209,-4.02178,,,,,,,
3.61083,8.41592,5.53282,1.88607,-0.14105,-0.26085,-0.18496,-9.1889,-7.02245,-5.83483,-5.01726,-4.06913,-3.95159,,,,,,,
3.61146,8.33653,5.36077,1.95656,-0.04452,-0.17837,0.15773,-9.14458,-7.12358,-5.83914,-5.00166,-4.12494,-3.96181,,,,,,,
3.61214,8.37572,5.2677,1.83401,-0.06072,-0.18054,-0.01453,-9.15555,-7.07035,-5.84346,-5.01648,-4.13597,-3.94276,,,,,,,
3.61276,8.3682,5.39721,1.77722,-0.089,-0.32196,-0.01115,-9.18656,-7.03749,-5.82697,-5.02223,-4.12393,-3.91017,,,,,,,
3.61347,8.31666,5.4089,1.84114,-4.89072E-4,-0.23717,-0.19492,-9.13722,-7.02845,-5.86537,-5.03497,-4.14831,-3.89144,,,,,,,
3.61417,8.23469,5.26573,1.95585,-0.14256,-0.31821,-0.10704,-9.11671,-7.16358,-5.85174,-5.01964,-4.1742,-4.01561,,,,,,,
3.61476,8.3239,5.04012,1.85968,-0.04733,-0.17495,-0.02805,-9.17809,-7.06175,-5.81886,-5.00927,-4.16469,-3.9027,,,,,,,
3.61546,8.29821,5.279,1.88368,-0.14566,-0.2879,0.42619,-9.24816,-7.13033,-5.84507,-5.01149,-4.15612,-4.01501,,,,,,,
3.6161,8.43109,5.32963,1.99253,-0.08102,-0.14731,0.01132,-9.17752,-7.07358,-5.86991,-5.07504,-4.11674,-3.91103,,,,,,,
3.61674,8.44342,5.47412,1.86453,-0.0363,-0.22534,-0.02954,-9.20201,-7.03292,-5.8615,-5.01782,-4.16478,-3.96692,,,,,,,
3.61743,8.34237,4.99828,2.05429,-0.06461,-0.04251,0.03419,-9.1754,-7.17232,-5.91271,-5.0177,-4.12136,-3.87467,,,,,,,
3.61807,8.30313,5.26829,2.049,-0.05321,-0.06643,0.25756,-9.23399,-7.15832,-5.89309,-5.03954,-4.09527,-3.97199,,,,,,,
3.6187,8.32913,5.40826,1.85723,-0.0703,-0.20459,0.09402,-9.15251,-7.13112,-5.82405,-5.03644,-4.14801,-3.9375,,,,,,,
3.61928,8.29543,5.25384,1.92642,-0.09318,-0.17837,0.15758,-9.21917,-7.08412,-5.82916,-5.03307,-4.14485,-4.02615,,,,,,,
3.61996,8.50174,5.0507,1.91577,-0.0735,-0.15835,0.37277,-9.11856,-7.09688,-5.91887,-5.03055,-4.09909,-3.9052,,,,,,,
3.62056,8.37156,5.47787,1.96846,0.02985,-0.08857,0.11444,-9.12673,-7.13219,-5.92306,-5.00267,-4.14778,-3.99595,,,,,,,
3.62122,8.43658,5.33272,1.87321,-0.07885,-0.03191,0.06757,-9.19252,-7.12143,-5.85498,-5.00031,-4.12612,-3.96336,,,,,,,
3.62184,8.33905,5.52799,2.02296,-0.05187,-0.0238,0.05709,-9.21899,-7.03914,-5.81792,-5.02506,-4.09943,-3.96257,,,,,,,
3.62241,8.63472,5.46398,2.02594,-0.02508,-0.06657,0.13,-9.22379,-7.18305,-5.92313,-5.02235,-4.12477,-3.83167,,,,,,,
3.62306,8.44564,5.36141,1.9079,-0.00114,-0.18293,0.42528,-9.15698,-7.12642,-5.87049,-5.00944,-4.13417,-4.00062,,,,,,,
3.62369,8.49262,5.52491,2.19773,0.01949,-0.187,0.29186,-9.18312,-7.12664,-5.94629,-5.01567,-4.15511,-3.92334,,,,,,,
3.62441,8.50829,5.61321,1.86571,-0.00748,-0.14216,0.19065,-9.13778,-7.21875,-5.8783,-5.05184,-4.12324,-4.00416,,,,,,,
3.6251,8.53874,5.38889,1.99143,0.01344,-0.04662,-0.00687,-9.1692,-6.97622,-5.8798,-5.04919,-4.14672,-3.98382,,,,,,,
3.62568,8.50917,5.29108,1.93451,-0.00296,-0.07605,-0.27665,-9.14362,-7.07876,-5.7802,-5.05116,-4.18335,-3.82801,,,,,,,
3.62635,8.53695,5.50616,2.19616,0.11701,-0.02448,0.31364,-9.14163,-7.10481,-5.8489,-5.05733,-4.14736,-3.96057,,,,,,,
3.627,8.64256,5.14444,2.01121,0.01228,-0.19689,0.31889,-9.17711,-6.99287,-5.89166,-5.06143,-4.17113,-3.98466,,,,,,,
3.62764,8.47219,5.40241,2.11416,0.09083,-0.09616,0.20609,-9.20788,-7.06438,-5.88481,-5.02405,-4.17573,-3.92167,,,,,,,
3.62834,8.70611,5.64588,2.02631,0.13822,-0.13498,0.32967,-9.19365,-7.09072,-5.95487,-5.04621,-4.14077,-3.99807,,,,,,,
3.62904,8.52978,5.46483,2.00197,0.11009,0.04572,0.05031,-9.09644,-7.15762,-5.87166,-5.0383,-4.13621,-3.98893,,,,,,,
3.62963,8.345,5.64731,2.08326,0.05689,-0.13407,0.26609,-9.1832,-7.01367,-5.83769,-5.02747,-4.14668,-4.01036,,,,,,,
3.63035,8.42797,5.44727,2.13801,0.12747,-0.0412,0.3075,-9.16058,-7.24437,-5.83635,-5.02254,-4.22756,-3.91812,,,,,,,
3.63104,8.53049,5.56583,2.15857,0.03119,-0.02905,0.18232,-9.22562,-7.07184,-5.84696,-5.02924,-4.16677,-4.02357,,,,,,,
3.63163,8.33971,5.38602,2.09771,0.09166,-0.01398,0.0567,-9.16812,-7.11698,-5.87245,-5.02856,-4.14153,-3.97173,,,,,,,
3.63232,8.6971,5.47683,2.152,0.02117,-0.07122,0.17079,-9.12156,-7.15171,-5.88223,-5.03631,-4.10941,-4.04293,,,,,,,
3.63297,8.68674,5.39815,2.13162,0.11215,0.01823,0.3618,-9.16985,-7.11393,-5.95849,-5.02774,-4.11212,-3.96184,,,,,,,
3.63361,8.66458,5.42169,2.15338,0.05833,-0.07093,0.09196,-9.08479,-7.11296,-5.87371,-5.0571,-4.11431,-4.00722,,,,,,,
3.6343,8.61817,5.49751,2.041,0.13137,-0.06372,0.47047,-9.1602,-7.09541,-5.84525,-5.05759,-4.14719,-3.99038,,,,,,,
3.63494,8.58308,5.44843,2.08189,0.10478,-0.02519,0.17336,-9.23708,-7.01953,-5.84921,-5.06457,-4.17293,-3.89818,,,,,,,
3.63558,8.66927,5.57316,2.23474,0.09624,0.12742,0.44502,-9.25541,-7.08138,-5.85213,-5.03023,-4.20416,-4.03559,,,,,,,
3.63625,8.47874,5.54241,2.28513,0.10644,-0.07201,0.0979,-9.09703,-7.06086,-5.84881,-5.02315,-4.05456,-3.89063,,,,,,,
3.63692,8.78739,5.46812,2.23306,0.14154,0.02589,0.18459,-9.22831,-7.07329,-5.8895,-5.00946,-4.1163,-4.03801,,,,,,,
3.63754,8.71202,5.50189,2.15447,0.14291,0.11422,0.22253,-9.19786,-7.0912,-5.77392,-5.02599,-4.21863,-3.86156,,,,,,,
3.63813,8.63749,5.59012,2.00315,0.1574,0.12313,0.02012,-9.1855,-7.11645,-5.88788,-5.02611,-4.18924,-3.96221,,,,,,,
3.63882,8.72252,5.6305,2.25179,0.21706,0.18389,0.54897,-9.10779,-7.08971,-5.82287,-5.04928,-4.15539,-3.93717,,,,,,,
3.63942,8.79674,5.63331,2.30677,0.20852,0.0988,0.37302,-9.20868,-7.15854,-5.89295,-5.0495,-4.14953,-3.94942,,,,,,,
3.64012,8.50577,5.68906,2.03939,0.18232,0.18708,0.30861,-9.13093,-7.0987,-5.899,-5.04432,-4.15603,-3.86606,,,,,,,
3.64071,8.73823,5.59912,2.22084,0.19722,0.02791,0.36157,-9.14077,-7.01605,-5.90258,-5.03542,-4.21683,-3.98573,,,,,,,
3.64139,8.87537,5.65098,2.14066,0.20739,-0.07904,0.29594,-9.21546,-7.12788,-5.91193,-5.03148,-4.13931,-4.05703,,,,,,,
3.64204,8.78141,5.62789,2.23403,0.18967,0.05032,0.31851,-9.16204,-7.08157,-5.86727,-5.01317,-4.17675,-4.0966,,,,,,,
3.64267,8.53633,5.53245,2.27677,0.18324,-0.11549,0.24536,-9.26409,-7.09954,-5.80896,-5.02611,-4.22462,-4.04704,,,,,,,
3.64325,8.6487,5.778,2.24179,0.19792,0.15,0.61582,-9.18101,-7.15122,-5.97942,-5.04065,-4.16412,-3.85737,,,,,,,
3.64395,8.70704,5.55692,2.25445,0.24392,0.16519,0.24612,-9.21046,-7.02664,-5.89951,-5.05329,-4.13893,-3.9251,,,,,,,
3.64462,8.55742,5.62732,2.07183,0.17738,0.08802,0.28107,-9.25327,-7.17464,-5.87982,-5.03464,-4.14753,-3.78332,,,,,,,
3.64522,8.86898,5.69159,2.17954,0.24224,-0.00362,0.24086,-9.17145,-7.11243,-5.85703,-5.04234,-4.15414,-3.8912,,,,,,,
3.64592,8.81935,5.67931,2.34116,0.27593,0.18598,0.11665,-9.06459,-7.15722,-5.85517,-5.03883,-4.16142,-3.86617,,,,,,,
3.64661,8.74589,5.61335,2.32215,0.22809,0.09471,0.31774,-9.17082,-7.02558,-5.89814,-5.06589,-4.06207,-3.97288,,,,,,,
3.64721,8.8109,5.71088,2.41565,0.22353,0.30162,0.1857,-9.23225,-7.10405,-5.87795,-5.0408,-4.13824,-4.03868,,,,,,,
3.6479,8.98322,5.68819,2.46984,0.28126,0.10073,0.44617,-9.22597,-7.1085,-5.9497,-5.05143,-4.13572,-3.99327,,,,,,,
3.64849,8.88749,5.83578,2.39721,0.25288,0.04012,0.37748,-9.19349,-7.22673,-5.87707,-5.04014,-4.12417,-3.90818,,,,,,,
3.64919,8.82737,5.59663,2.36141,0.25728,0.08375,0.29797,-9.16256,-7.10427,-5.88684,-5.0451,-4.21857,-3.90786,,,,,,,
3.64984,8.72818,5.90627,2.42723,0.2783,0.22996,0.31568,-9.18435,-7.13652,-5.88633,-5.04641,-4.1271,-4.05365,,,,,,,
3.65047,8.67499,5.91727,2.16386,0.28702,0.11536,0.6104,-9.17814,-7.01681,-5.87043,-5.06048,-4.07417,-4.04223,,,,,,,
3.65105,8.86715,5.71659,2.33897,0.28831,0.12058,0.39755,-9.25337,-7.03933,-5.89798,-5.03905,-4.18933,-3.97256,,,,,,,
3.65175,8.71872,5.80024,2.44633,0.31573,0.16034,0.32744,-9.15549,-7.06639,-5.85442,-5.03393,-4.11528,-3.8913,,,,,,,
3.65244,8.76909,5.68391,2.25925,0.31973,0.20152,0.55039,-9.2922,-7.11536,-5.84175,-5.04188,-4.13297,-4.00815,,,,,,,
3.65303,8.69905,5.76553,2.37014,0.28053,0.00787,0.48314,-9.20256,-7.07208,-5.93105,-5.0588,-4.16929,-3.91555,,,,,,,
3.6537,8.76042,5.81715,2.37596,0.3676,0.11905,0.27158,-9.24014,-7.0258,-5.84219,-5.03995,-4.20175,-3.87288,,,,,,,
3.65434,8.82709,5.7588,2.48487,0.36706,0.13198,0.31995,-9.18938,-7.08397,-5.89164,-5.06605,-4.17712,-3.95243,,,,,,,
3.65497,8.84881,6.10238,2.21194,0.33401,0.18239,0.22596,-9.26551,-7.08674,-5.89533,-5.06981,-4.12419,-3.96198,,,,,,,
3.65557,8.86992,5.43152,2.37176,0.3439,0.13947,0.56884,-9.23084,-7.12746,-5.8701,-5.03641,-4.16809,-3.99651,,,,,,,
3.65626,8.82506,5.57178,2.28268,0.3757,0.19644,0.42019,-9.18003,-7.05811,-5.8273,-4.99685,-4.09724,-3.90862,,,,,,,
3.65685,8.70769,5.55177,2.4594,0.41906,0.22724,0.6114,-9.15553,-7.18415,-5.93906,-5.01428,-4.11085,-4.01229,,,,,,,
3.65755,9.03072,5.87741,2.23768,0.33613,0.30496,0.62621,-9.19218,-7.11631,-5.78354,-5.05552,-4.12254,-3.96894,,,,,,,
3.65814,8.90649,5.73949,2.30731,0.39362,0.34113,0.70869,-9.14934,-7.13662,-5.92481,-5.04574,-4.17966,-4.03775,,,,,,,
3.65883,8.90255,5.84967,2.42971,0.40511,0.15094,0.50436,-9.15108,-7.21054,-5.93581,-5.05273,-4.14453,-4.0469,,,,,,,
3.65947,8.92814,5.96636,2.2279,0.44,0.15427,0.34289,-9.22449,-7.00921,-5.89535,-5.03435,-4.13639,-3.98266,,,,,,,
3.6601,8.8498,5.82516,2.37237,0.35086,0.12098,0.69935,-9.21648,-7.08935,-5.88698,-5.09206,-4.18529,-3.92443,,,,,,,
3.66074,9.03882,5.95388,2.327,0.36252,0.05581,0.41527,-9.24676,-6.97916,-5.84121,-5.09132,-4.17662,-3.91749,,,,,,,
3.66137,8.95443,6.10975,2.40305,0.34134,0.11644,0.40281,-9.22601,-7.12299,-5.87829,-5.05787,-4.14806,-3.88788,,,,,,,
3.66203,9.1597,5.87482,2.45644,0.33836,0.3272,0.38561,-9.25919,-7.16904,-5.93697,-5.08938,-4.20344,-4.02218,,,,,,,
3.66266,9.07626,6.14106,2.37695,0.48546,0.27108,0.4362,-9.19324,-7.12275,-5.90114,-5.06875,-4.1936,-4.02636,,,,,,,
3.66335,8.85183,5.92883,2.39839,0.40945,0.27325,0.56105,-9.21262,-7.07633,-5.93643,-5.04243,-4.14847,-3.93533,,,,,,,
3.66404,8.9334,5.89521,2.44356,0.36972,0.37456,0.50507,-9.15156,-7.16388,-5.85656,-5.05367,-4.12807,-3.96174,,,,,,,
3.66465,9.07023,5.69745,2.32002,0.40326,0.42558,0.43956,-9.187,-7.1226,-5.96422,-5.05557,-4.14519,-3.97032,,,,,,,
3.66535,8.86186,5.83431,2.5107,0.47078,0.36233,0.71445,-9.24843,-7.08862,-5.88998,-5.02655,-4.22383,-3.84095,,,,,,,
3.66605,9.20614,6.0418,2.40269,0.46965,0.28729,0.53098,-9.14642,-7.10649,-5.84667,-5.0374,-4.14452,-4.03961,,,,,,,
3.66671,9.10923,6.11574,2.53513,0.50165,0.35331,0.39951,-9.20987,-7.15898,-5.84256,-5.04012,-4.173,-3.90859,,,,,,,
3.66735,9.06631,6.25171,2.61589,0.50962,0.3955,0.41551,-9.22904,-7.15979,-5.77984,-5.05111,-4.14792,-4.01503,,,,,,,
3.66802,9.07465,5.87261,2.52684,0.42677,0.31125,0.47739,-9.24227,-7.17258,-5.88471,-5.04194,-4.13719,-4.01506,,,,,,,
3.66869,9.12689,6.14569,2.4487,0.49805,0.37152,0.37137,-9.20108,-7.07408,-5.89502,-5.03225,-4.0814,-3.96671,,,,,,,
3.66933,8.99494,6.12504,2.38674,0.42529,0.51476,0.67743,-9.04015,-7.06061,-5.8739,-5.054,-4.13613,-4.14475,,,,,,,
3.67003,9.21491,6.22148,2.49141,0.54537,0.51693,0.54886,-9.21855,-7.09284,-5.92238,-5.04107,-4.11966,-4.04726,,,,,,,
3.67072,9.05528,6.13289,2.63619,0.5658,0.4564,0.59568,-9.17978,-7.06732,-5.96045,-5.04656,-4.12717,-3.90183,,,,,,,
3.6713,9.07767,6.00463,2.532,0.51932,0.45674,0.31901,-9.11239,-7.0204,-5.91051,-5.06273,-4.15098,-3.9728,,,,,,,
3.672,8.92383,5.99961,2.53155,0.51437,0.41688,0.51374,-9.13458,-7.06575,-5.92363,-5.05598,-4.15647,-3.9196,,,,,,,
3.67269,9.02815,5.97452,2.37156,0.57352,0.37137,0.66188,-9.20804,-7.17404,-5.87678,-5.07337,-4.17142,-3.92816,,,,,,,
3.67329,9.30085,6.06662,2.60186,0.54055,0.29275,0.68201,-9.20777,-7.12893,-5.92755,-5.07031,-4.15521,-3.99105,,,,,,,
3.674,9.14601,6.02872,2.4203,0.57188,0.50299,0.66891,-9.2311,-7.13201,-5.93493,-5.02634,-4.15992,-4.01317,,,,,,,
3.67468,9.0024,6.17123,2.34257,0.56327,0.38674,0.67683,-9.17277,-7.16213,-5.88676,-5.04373,-4.12366,-4.03113,,,,,,,
3.67535,8.90398,6.26721,2.43125,0.48481,0.22237,0.84219,-9.15774,-7.11653,-5.91792,-5.06982,-4.1439,-4.05253,,,,,,,
3.67599,9.42804,6.00156,2.73068,0.63804,0.55338,0.70349,-9.11993,-7.04333,-5.91361,-5.08105,-4.18895,-3.95891,,,,,,,
3.67665,9.2529,6.23532,2.54352,0.60682,0.47156,0.92363,-9.17347,-7.14601,-5.92483,-5.07344,-4.20265,-4.01667,,,,,,,
3.67727,9.10097,5.9525,2.69563,0.54919,0.45998,0.67834,-9.17296,-7.08542,-5.98591,-5.07761,-4.18739,-3.87856,,,,,,,
3.67798,9.2551,5.99998,2.5239,0.58105,0.38049,0.71269,-9.28373,-7.09457,-5.85618,-5.06025,-4.1902,-3.96666,,,,,,,
3.67866,9.2279,6.12694,2.50801,0.63501,0.46429,1.01161,-9.19468,-7.09058,-5.88304,-5.03097,-4.1477,-4.01773,,,,,,,
3.6793,9.12017,5.85214,2.64796,0.62558,0.4584,0.55648,-9.22687,-7.17639,-5.85408,-5.05949,-4.18123,-4.04449,,,,,,,
3.67994,9.08434,6.22959,2.72839,0.60301,0.47268,0.88913,-9.19559,-7.15841,-5.87735,-5.05799,-4.19396,-3.9529,,,,,,,
3.68063,9.22605,6.10973,2.68645,0.54812,0.48501,0.46966,-9.23127,-7.1597,-5.87847,-5.05726,-4.16187,-3.9438,,,,,,,
3.68128,8.98243,6.24566,2.62694,0.61067,0.47292,0.64751,-9.24264,-7.09426,-5.91255,-5.06246,-4.15961,-3.99756,,,,,,,
3.68193,9.23299,6.36861,2.65444,0.60259,0.4637,0.85377,-9.18931,-7.17078,-5.87708,-5.06908,-4.21337,-4.03934,,,,,,,
3.68261,9.22533,6.2553,2.48082,0.72256,0.51001,0.77892,-9.14899,-7.09566,-5.90297,-5.06667,-4.11489,-4.04093,,,,,,,
3.68328,9.348,6.09977,2.71106,0.67207,0.40083,0.90301,-9.14499,-7.11796,-5.96333,-5.06876,-4.14427,-3.92065,,,,,,,
3.68392,9.09944,6.08491,2.59844,0.63742,0.54053,0.7077,-9.17335,-7.07809,-5.90183,-5.05566,-4.17592,-4.08524,,,,,,,
3.68452,9.15897,5.94807,2.60353,0.6686,0.57626,0.6611,-9.23194,-7.06831,-5.94192,-5.09033,-4.13583,-3.92636,,,,,,,
3.68521,9.2797,6.22223,2.71571,0.7046,0.74453,0.59498,-9.14577,-7.19023,-5.91192,-5.08345,-4.18351,-3.94652,,,,,,,
3.6859,9.28957,6.30956,2.71379,0.64688,0.54165,0.62834,-9.24597,-7.11036,-5.98675,-5.06488,-4.16522,-4.03525,,,,,,,
3.68654,9.36524,6.3875,2.76314,0.7419,0.50088,1.04865,-9.25105,-7.1288,-5.9248,-5.08309,-4.16254,-3.82952,,,,,,,
3.68718,9.49655,6.08093,2.74077,0.69841,0.58076,0.98213,-9.27946,-7.07368,-5.95201,-5.08662,-4.17454,-3.91381,,,,,,,
3.6878,9.17435,6.36881,2.8821,0.70927,0.4588,1.2267,-9.18352,-7.11974,-5.92884,-5.08295,-4.16481,-3.92749,,,,,,,
3.68844,9.3669,6.2262,2.87571,0.71602,0.59427,0.62816,-9.27395,-7.12867,-5.88512,-5.07498,-4.1613,-3.87571,,,,,,,
3.6891,9.33553,6.08147,2.7722,0.72489,0.45561,0.88198,-9.24246,-7.13796,-5.94031,-5.09109,-4.16081,-3.93489,,,,,,,
3.68973,9.23733,6.34083,2.61738,0.76751,0.62188,0.73707,-9.28264,-7.06986,-6.0016,-5.11664,-4.17247,-3.90127,,,,,,,
3.69044,9.18876,6.3471,2.84466,0.71471,0.7355,0.93964,-9.23007,-7.15751,-5.90816,-5.09864,-4.18511,-4.01025,,,,,,,
3.69111,9.25266,6.20662,2.77123,0.72864,0.74566,0.69775,-9.1321,-7.13684,-5.92642,-5.07764,-4.16232,-3.95471,,,,,,,
3.69173,9.14559,6.22137,2.70618,0.74723,0.8044,0.85761,-9.1779,-7.23541,-5.96847,-5.07863,-4.21659,-3.98691,,,,,,,
3.69244,9.32799,6.3157,2.7201,0.83292,0.7581,1.05855,-9.251,-7.07331,-5.95678,-5.08801,-4.25147,-4.01134,,,,,,,
3.69314,9.27815,6.23247,2.90222,0.80469,0.74533,0.81061,-9.28056,-6.98821,-5.86752,-5.11441,-4.22163,-4.10323,,,,,,,
3.69378,9.14884,6.46676,2.81902,0.81312,0.51661,1.03773,-9.28473,-7.12802,-5.98069,-5.0708,-4.17655,-4.0496,,,,,,,
3.69441,9.38213,6.27884,2.87138,0.81372,0.54662,0.83006,-9.25165,-7.11472,-5.90171,-5.08889,-4.21777,-3.99756,,,,,,,
3.69504,9.44646,6.42284,2.78469,0.87297,0.54164,0.77171,-9.18407,-7.1262,-5.88456,-5.08854,-4.16087,-4.02135,,,,,,,
3.69568,9.4034,6.26159,3.10847,0.8741,0.62216,0.9409,-9.1917,-7.22469,-5.90072,-5.11239,-4.18413,-3.93455,,,,,,,
3.69637,9.67619,6.13178,3.07976,0.82416,0.61874,1.16723,-9.20327,-7.16084,-5.87288,-5.0593,-4.21287,-3.98343,,,,,,,
3.69702,9.49999,6.29792,2.87488,0.90351,0.82613,1.01816,-9.21346,-7.24706,-5.90692,-5.07343,-4.1856,-3.8987,,,,,,,
3.69765,9.42029,6.27975,2.83218,0.85139,0.67808,1.20854,-9.29361,-7.07915,-5.90425,-5.10285,-4.22983,-3.8939,,,,,,,
